fffffffd,ffffffff,ffffffff,ffffffff,fbf7dfff,fffbffbf,ffef7ffd,bb3f677f,00000000,00000000,00000000,00000000,00033aff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffffddff,fffeffbf,ffe77fff,fb3d7f7f,00000000,00000000,00000000,00000000,00033bff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdfffff,9ffdffff,ffaf6cff,ebbf7fff,00000000,00000000,00000000,00000000,00033cff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffaefff,7ffdf7fe,ffea6fff,fbbf7ffd,00000000,00000000,00000000,00000000,00033dff,00000000,00000000,00000000
fffffffd,fffffbff,ffffffff,ffffffff,ffdbff7f,5fefdfff,ffef6ff7,f3ff7fff,00000000,00000000,00000000,00000000,00033eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffdfff,ffffffff,bfdbef7f,ffedffff,ffef6fdf,fbff7fff,00000000,00000000,00000000,00000000,00033fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fff7ff7f,ffafffef,ffef7ffd,fbff7fff,00000000,00000000,00000000,00000000,000340ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,bfffffff,ffd7ff7f,fffeff6f,ffefffef,fbdf6fef,00000000,00000000,00000000,00000000,000341ff,00000000,00000000,00000000
fffffffd,ffffffff,ffff7fff,ffffffff,fffbff7f,ebff7feb,ffefffff,bbff7fef,00000000,00000000,00000000,00000000,000342ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffdfff,ffffffff,bfff7f7f,ebffffeb,fbefdfff,bbff7faf,00000000,00000000,00000000,00000000,000343ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffbfdfb,effe7faf,feefffff,fbff7fff,00000000,00000000,00000000,00000000,000344ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fff7ffff,ceffdfee,ffefffff,fbfd7daf,00000000,00000000,00000000,00000000,000345ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7fedf7d,eefefeef,bfe7ffff,fbff6ffd,00000000,00000000,00000000,00000000,000346ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7fbffff,eefeffef,ffefffff,faff5fff,00000000,00000000,00000000,00000000,000347ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fbef7ffd,feff7fef,ffedff5f,f9ff6f7f,00000000,00000000,00000000,00000000,000348ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffff6df,fefef7ef,ff6f7fbe,f9ff7f7f,00000000,00000000,00000000,00000000,000349ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fbf7fffb,eeff77a7,ffeffdfe,fbff7fff,00000000,00000000,00000000,00000000,00034aff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7feffdc,fefff76f,ffeffedf,ebff7f7f,00000000,00000000,00000000,00000000,00034bff,00000000,00000000,00000000
fffffffd,fffffffe,ffffffff,ffffffff,ffffdfff,feffe57f,ffebfbff,fbfe7fd7,00000000,00000000,00000000,00000000,00034cff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,fffffffe,7fffdbff,fcffe5fe,ffef7f7f,fbfe7fff,00000000,00000000,00000000,00000000,00034dff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fff77fff,fefff4ff,ffeff7fc,f9ff5f77,00000000,00000000,00000000,00000000,00034eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fff77fff,fefff5ff,ffeffbfb,fbfe7ff7,00000000,00000000,00000000,00000000,00034fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffdf,ffffffff,fcfff59d,dfeffbfe,fbff3fff,00000000,00000000,00000000,00000000,000350ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffbefff,fffff5ff,ff6fffbf,fbff7fdf,00000000,00000000,00000000,00000000,000351ff,00000000,00000000,00000000
fffffffd,ffffffff,fffffffe,ffffffff,faffdfff,6ffff5fd,bfeffebe,f9ffbfff,00000000,00000000,00000000,00000000,000352ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fefbffff,ffff75bf,dfefffb7,e9ffffff,00000000,00000000,00000000,00000000,000353ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fdf7fb,ffffb5ff,ff6ff5b7,fbfffff7,00000000,00000000,00000000,00000000,000354ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffffffff,ffffbdff,cfeff79f,fafffff7,00000000,00000000,00000000,00000000,000355ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,feffcfef,fffffdff,fdaff3be,fbfffad7,00000000,00000000,00000000,00000000,000356ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffffffff,fffffdf7,ddeffbb5,fbfffee7,00000000,00000000,00000000,00000000,000357ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dfcfffef,fffffde7,7de77fbf,fdfe7ff7,00000000,00000000,00000000,00000000,000358ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffffed7f,feffbfbb,ede7ffbf,fffffff6,00000000,00000000,00000000,00000000,000359ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,fffbffff,7dff7fff,bfffbebf,fde7ffbf,dbfffdf7,00000000,00000000,00000000,00000000,00035aff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffdfffff,ffeffffd,fffffefb,fdfeafbf,fffefff7,00000000,00000000,00000000,00000000,00035bff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffff7f,ffefff7b,fffffcff,5dffebbf,fffffef7,00000000,00000000,00000000,00000000,00035cff,00000000,00000000,00000000
fffffffd,ffffffff,bfffffff,ffffffff,ff7fffff,fffffcbf,fdffefbf,ffbfffd6,00000000,00000000,00000000,00000000,00035dff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ff7dfffb,fffffcfd,fddf6fbf,fffb7ff7,00000000,00000000,00000000,00000000,00035eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffffffbd,fffffcfd,ddefefbf,fffffff7,00000000,00000000,00000000,00000000,00035fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffe7fff,fffffcff,dfffefbf,fbdfffe7,00000000,00000000,00000000,00000000,000360ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,bfeffb7f,fffdfcff,ffbfeffe,ffdffdf6,00000000,00000000,00000000,00000000,000361ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,bffffbfb,fffdfd7b,ffffefff,fb7ffff6,00000000,00000000,00000000,00000000,000362ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffbfe,eff5fd7b,9ff7efff,fffff777,00000000,00000000,00000000,00000000,000363ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,efffffff,7dfffbff,fefdbd7a,ffffefff,effbfff7,00000000,00000000,00000000,00000000,000364ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffeffbff,5ff5fd7b,affbefff,affdffef,00000000,00000000,00000000,00000000,000365ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fbfffbff,7ffdfd7b,bfffff7f,8bfbffff,00000000,00000000,00000000,00000000,000366ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffcf7ffb,7ffdfc7a,befbffff,7bffffdf,00000000,00000000,00000000,00000000,000367ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ff5ffbff,7effbd6b,feffffff,7bdfffbf,00000000,00000000,00000000,00000000,000368ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,6fcfff7b,7ffffd7b,f7bffff7,fbffef3f,00000000,00000000,00000000,00000000,000369ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,efcfffff,7eff7d7b,bf7fffff,fbffffbb,00000000,00000000,00000000,00000000,00036aff,00000000,00000000,00000000
fffffffd,ffffffff,fffffff7,ffffffff,fecffff7,7ffffd7b,ffffdfff,fbffff3f,00000000,00000000,00000000,00000000,00036bff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffbfff,efcfffff,7fffbc7b,bffff7ff,ebffffbf,00000000,00000000,00000000,00000000,00036cff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ff5fffff,7effff7b,bff7ef7f,fbffbfbb,00000000,00000000,00000000,00000000,00036dff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,7f9f9ffb,7efffffb,fff7fff7,fbffffbf,00000000,00000000,00000000,00000000,00036eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,7fdfffff,76fffffb,fff6ffdf,fbff9fb7,00000000,00000000,00000000,00000000,00036fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,7fcfff7f,7edffefb,fff7dfbe,fbffbfb7,00000000,00000000,00000000,00000000,000370ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,7edfeff7,7e5ffffa,fff7ffff,f9dff7bb,00000000,00000000,00000000,00000000,000371ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,77dfdfbf,7effeffb,fff6ff7f,fadfbfef,00000000,00000000,00000000,00000000,000372ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,7fdfffbc,7effdefb,fff7ff7d,ffe7ffff,00000000,00000000,00000000,00000000,000373ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdfffbf,7cfffffb,fff7ff7d,dffbffff,00000000,00000000,00000000,00000000,000374ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fddfeff7,7efffffa,fff7fa7d,ddffffdd,00000000,00000000,00000000,00000000,000375ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdffffe,7cfffefb,ffb7ff7f,ddffffed,00000000,00000000,00000000,00000000,000376ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdffffe,7efffff3,fff7ef7e,dffffff7,00000000,00000000,00000000,00000000,000377ff,00000000,00000000,00000000
fffffffd,ffffffff,feffffff,fffffff7,bec7ffff,7efffffb,fff7bf7f,dfffff75,00000000,00000000,00000000,00000000,000378ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,fffffffb,bfdffdff,3efffffb,ffb7ff4f,dffffffd,00000000,00000000,00000000,00000000,000379ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffbf,ffddfcff,7efffffb,fff7ff2f,dfff57ff,00000000,00000000,00000000,00000000,00037aff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dfdffffd,7edbfffb,ffbfff7f,dfefff73,00000000,00000000,00000000,00000000,00037bff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f5dffeff,7dffeffb,ffffef4f,dfffffdf,00000000,00000000,00000000,00000000,00037cff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdfffff,7fb6effb,beffef7f,dffffbff,00000000,00000000,00000000,00000000,00037dff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fdd7ffff,5fbffafb,ffffaf5e,ddffbfff,00000000,00000000,00000000,00000000,00037eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffdfd7ef,7fbffffb,ffbfaf6a,dfffffff,00000000,00000000,00000000,00000000,00037fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ff57ffff,7f7ffff3,ffe7cffe,dfffafdf,00000000,00000000,00000000,00000000,000380ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffaff,7f7f7fe7,7fbfefef,dfffef7f,00000000,00000000,00000000,00000000,000381ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffaff,7ffefbff,f7fdcdfe,dfffefbe,00000000,00000000,00000000,00000000,000382ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffa7f,7efcfff7,ffff6ddf,cfffefff,00000000,00000000,00000000,00000000,000383ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7fffaff,57ffffff,fbdfedff,dfdeefff,00000000,00000000,00000000,00000000,000384ff,00000000,00000000,00000000
fffffffd,bfffffff,ffffffff,ffffffff,fdfffaff,3fffffff,fef7eddf,dffeeffd,00000000,00000000,00000000,00000000,000385ff,00000000,00000000,00000000
fffffffd,fffeffff,ffffffff,ffffffff,bff7fa7f,7e77ffff,fdd7ff7f,9ffffffe,00000000,00000000,00000000,00000000,000386ff,00000000,00000000,00000000
fffffffd,fffbffff,ffffffff,ffffffff,ff77daff,7b777bff,fcffef7f,dbffffff,00000000,00000000,00000000,00000000,000387ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffdfffff,fff7f27f,7b777fbf,fdffdfff,dffff7ff,00000000,00000000,00000000,00000000,000388ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffd7baff,7f73ffff,bfffefff,dfffffee,00000000,00000000,00000000,00000000,000389ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dff7fadf,ffb3fbfd,dfdffddf,ffdffff9,00000000,00000000,00000000,00000000,00038aff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,daf7ffdf,fffbffff,fd3bffbf,ffdffbff,00000000,00000000,00000000,00000000,00038bff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7ffffff,7ff3bf7d,ff7ffedf,ffdffbff,00000000,00000000,00000000,00000000,00038cff,00000000,00000000,00000000
fffffffd,fffbffff,ffffffff,ffffffff,c7fdfbff,ff7bf7fd,fffbffff,fbdffbfe,00000000,00000000,00000000,00000000,00038dff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7ddfbff,faeffffd,ffbfdfff,ffcffbff,00000000,00000000,00000000,00000000,00038eff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d3fdffdf,ffff7ffd,ffbfbfef,7fdffbdf,00000000,00000000,00000000,00000000,00038fff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fd7fff,ffffbffd,ffffdfff,dadff9df,00000000,00000000,00000000,00000000,000390ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d6fd7fff,fffffffd,f9df7ff7,ffdffbfe,00000000,00000000,00000000,00000000,000391ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fdfeff,dfffffff,ff5bfdf3,ffdfdbff,00000000,00000000,00000000,00000000,000392ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fffffd,7fb7fdff,fffffedb,fedffbff,00000000,00000000,00000000,00000000,000393ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffdf,ffffffff,d7f77fff,7fffff7f,ffffbffb,7edff3ff,00000000,00000000,00000000,00000000,000394ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,56ffffdf,7fefffff,ffefbfeb,ffdff3ff,00000000,00000000,00000000,00000000,000395ff,00000000,00000000,00000000
fffffffd,ffffffff,ff5fffff,ffffffff,d7feffff,7fffffff,effffffb,efd4dbff,00000000,00000000,00000000,00000000,000396ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,efffffff,d7fff7ef,7fffdf5f,fffffffb,efdffbdf,00000000,00000000,00000000,00000000,000397ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,c7df7fff,7fbfffff,fffdffdb,efdffbff,00000000,00000000,00000000,00000000,000398ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7f7fff,ffffffff,c7fffffb,7ffbfffc,ffff7ff9,ffdb7bff,00000000,00000000,00000000,00000000,000399ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,d7ffff77,7fffffff,ffffbff3,ff5ffbff,00000000,00000000,00000000,00000000,00039aff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,f7dcbbff,7bffdfef,ffffffdf,ff4ffbff,00000000,00000000,00000000,00000000,00039bff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,e5fdefbf,7bfbffff,fffeffff,fbdffbff,00000000,00000000,00000000,00000000,00039cff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,f7ffbfef,7abfdf5f,fffffffd,ff5bfbff,00000000,00000000,00000000,00000000,00039dff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,77afffff,7bffffff,ffffdffd,dfdbfbfd,00000000,00000000,00000000,00000000,00039eff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,e7bfffef,7bffffff,fffdfffd,ffdbfbff,00000000,00000000,00000000,00000000,00039fff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,f79fffff,73fffffd,feff57f7,fbdbfbff,00000000,00000000,00000000,00000000,0003a0ff,00000000,00000000,00000000
fffffffd,fffffffe,df7fffff,ffffffff,f7ffffbf,7b7fff7e,ffffffdb,ff9b7bef,00000000,00000000,00000000,00000000,0003a1ff,00000000,00000000,00000000
fffffffd,ffffffff,ff7fffff,ffffffff,f7dfffff,7bffff7f,ffdfdd7d,dfdbffff,00000000,00000000,00000000,00000000,0003a2ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7ffedff,736fbfff,fedeffff,fbdbffff,00000000,00000000,00000000,00000000,0003a3ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7dfffff,33fffbff,ffdfffff,f7db9fed,00000000,00000000,00000000,00000000,0003a4ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,b7bfffef,737ffffe,ffdffffb,ff59ffff,00000000,00000000,00000000,00000000,0003a5ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,bfffffff,7bf7bf7f,fedff7bf,ffdbffff,00000000,00000000,00000000,00000000,0003a6ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,5fffffef,77efb7ff,fd5fdfff,ffeb77ef,00000000,00000000,00000000,00000000,0003a7ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,bffffffe,77efffff,fddffff6,fffff3ff,00000000,00000000,00000000,00000000,0003a8ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dffffffe,f3fff7ff,fddfefff,bfffe7ef,00000000,00000000,00000000,00000000,0003a9ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffffe,f77fffdf,fddfffff,3dffe7ff,00000000,00000000,00000000,00000000,0003aaff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffdffee,d6ffffff,fddfffff,bfeff7ff,00000000,00000000,00000000,00000000,0003abff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffffe,f7fffff7,fddfffff,39fff7eb,00000000,00000000,00000000,00000000,0003acff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ff7ffffe,f7ffffbf,f5dfff7d,bffff7ff,00000000,00000000,00000000,00000000,0003adff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffffffe,f7efffff,eddfffff,bfbfa6ff,00000000,00000000,00000000,00000000,0003aeff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffefff,fffffffe,f5ffffff,b5dbffff,ddedf7ff,00000000,00000000,00000000,00000000,0003afff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffefff,bfdfff7e,b7ffbff7,bddfdf7f,fd7ff7ff,00000000,00000000,00000000,00000000,0003b0ff,00000000,00000000,00000000
fffffffd,ffffffff,fffffffe,ffffffff,7f7ffffe,f7ffffff,dd9fffff,fdfff7fb,00000000,00000000,00000000,00000000,0003b1ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7ffff7e,f7eff7df,f1bfffff,fdef37ff,00000000,00000000,00000000,00000000,0003b2ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffff7fff,fffffff8,ffffb7ff,fdfbff7e,bdff73ef,00000000,00000000,00000000,00000000,0003b3ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffffffff,fffff7fc,bdfebeff,ffffffff,adfbf7df,00000000,00000000,00000000,00000000,0003b4ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffffffff,fffff7fd,7effbdf7,7dfffff7,7dfff7ff,00000000,00000000,00000000,00000000,0003b5ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffffffff,ff7fb6fd,feffbfbf,fffbfff7,fd7ff7ff,00000000,00000000,00000000,00000000,0003b6ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffffffff,fbfff7fd,feffbfff,febfff7f,fd7ff7ff,00000000,00000000,00000000,00000000,0003b7ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffefff,ffffffff,fffff7dd,fcffbffe,fbffffdf,edfdf7ee,00000000,00000000,00000000,00000000,0003b8ff,00000000,00000000,00000000
fffffffd,fdffffff,ffffefff,ffffffff,fffff7fd,fc7fb6fe,7ffffff7,ddf6f7ff,00000000,00000000,00000000,00000000,0003b9ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fbfff7dd,7effbfff,e7efffff,f5fff2ff,00000000,00000000,00000000,00000000,0003baff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fdffb7d9,feffbfff,7fffffff,edfff7ff,00000000,00000000,00000000,00000000,0003bbff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7fff7fd,feffbfff,fbfffbdf,ddf7d7fe,00000000,00000000,00000000,00000000,0003bcff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fefff7fd,febfbfff,fbffffff,ddf777fb,00000000,00000000,00000000,00000000,0003bdff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,fffdffff,f6fbf7fd,f6efbfff,fffffddf,bff7f7fe,00000000,00000000,00000000,00000000,0003beff,00000000,00000000,00000000
fffffffd,ffffffff,fffeffff,ffffffff,ff75f7fd,feffb7ef,fffbfdff,fff7f7ff,00000000,00000000,00000000,00000000,0003bfff,00000000,00000000,00000000
fffffffd,f7ffffff,ffffffff,ffffffff,fffff7fd,ecffb7ff,6fefff7f,fff6f7ff,00000000,00000000,00000000,00000000,0003c0ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffff7fff,ffffd3fd,feffbfe7,fffffff3,fff7f7df,00000000,00000000,00000000,00000000,0003c1ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,fffdffff,fdf7f7fd,ffffbfff,fdffff5f,fff575be,00000000,00000000,00000000,00000000,0003c2ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fdffd7fd,fdffbf7f,fdffffff,fff7f3ff,00000000,00000000,00000000,00000000,0003c3ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7fbf7fd,ffdfbfff,fdffffff,fff7f7bf,00000000,00000000,00000000,00000000,0003c4ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffff57fd,ffefbb7f,eddfffff,ffb7f7ff,00000000,00000000,00000000,00000000,0003c5ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffebd7fd,fdffbfff,fdfffbff,fff7f7ff,00000000,00000000,00000000,00000000,0003c6ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffff7fd,ff7fbfff,fdff7ddf,fff7d7ff,00000000,00000000,00000000,00000000,0003c7ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f7ffd7fd,ffffbfff,fdfffbff,fdf7f7ff,00000000,00000000,00000000,00000000,0003c8ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,fffff3dd,ffffbdff,fdff7f5f,fff7b7ff,00000000,00000000,00000000,00000000,0003c9ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ffefe7fd,fff7bdff,fdffffff,fff7b5ff,00000000,00000000,00000000,00000000,0003caff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,f9fe67fd,fdffa3ff,fdffffff,fff6f5ef,00000000,00000000,00000000,00000000,0003cbff,00000000,00000000,00000000
fffffffd,ffffffff,ffdfffff,ffffffff,dadff7dd,ffefb7ff,fdffffff,ff7ff7ef,00000000,00000000,00000000,00000000,0003ccff,00000000,00000000,00000000
fffffffd,fffdffff,ffffffff,ffffffff,deff75fd,fff7bffb,fdff3fff,fdfbf73f,00000000,00000000,00000000,00000000,0003cdff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,ddff7ffd,f7ffbfff,fdbffff7,fffff57f,00000000,00000000,00000000,00000000,0003ceff,00000000,00000000,00000000
fffffffd,fffffdff,ffffffff,ffffffff,dfcfe5fd,ffffb7ff,ffffffff,eff7f7ab,00000000,00000000,00000000,00000000,0003cfff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fee5fd,ffffbfff,7fdfffff,fefff7fb,00000000,00000000,00000000,00000000,0003d0ff,00000000,00000000,00000000
fffffffd,fffffbff,ffffffff,ffffffff,defbfdfd,beefbbff,fffff7ff,ef7ff7fb,00000000,00000000,00000000,00000000,0003d1ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dffffdfd,fdffbfff,ffdbff7f,fffff6fb,00000000,00000000,00000000,00000000,0003d2ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dffffdfd,fdefbfff,ff9ffffd,fffff7fa,00000000,00000000,00000000,00000000,0003d3ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dbfffdfd,ffbfbbff,ffffffff,ffff77fb,00000000,00000000,00000000,00000000,0003d4ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dfbffdfd,fd7f9fff,ffffffff,fffef7fb,00000000,00000000,00000000,00000000,0003d5ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7bffdfd,ffffbbdf,fffffbff,fffbf5fb,00000000,00000000,00000000,00000000,0003d6ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dffbfdfd,fffdbbf7,f3bff7ff,fbff7ffb,00000000,00000000,00000000,00000000,0003d7ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,d7fdfdfd,f78fafff,ebffffff,fdfbfefb,00000000,00000000,00000000,00000000,0003d8ff,00000000,00000000,00000000
fffffffd,ffffffdf,ffffffff,ffffffff,57fff9fd,ff6fafff,7fddfffd,fffffffb,00000000,00000000,00000000,00000000,0003d9ff,00000000,00000000,00000000
fffffffd,ffffffff,ffffffff,ffffffff,dffffcfd,efffafff,ffdfff9f,ffffffdb,00000000,00000000,00000000,00000000,0003daff,00000000,00000000,00000000
